score,content
3,kenapawhathsapp saya selalu Lena soam
3,"ga bisa buat SW video kenpa ya, ga bisa Nerima aatu ngirim video juga tulisan nya selalu format tidak di dukung padahal format sudah benar"
3,tolong ya kalau untuk posting di status jadi hd jelek banget up status pecah kaya gitu
3,Bug nya ada di filter saya tidak bisa pakai filter😭😭
3,Coba tolong ini gmn ga bisa unduh whatsap
3,"kurang bagus saya sangat tidak senang dengan fitur 1 kali lihat, pacar saya ngirimnya 1 kali lihat terus soalnya, mohon di hilangkan fitur itu"
3,bagus si tapi ko ngebag ya ga bisa lagi kirim vidio status
3,sangat kecewa WhatsApp selalu di spam atau di blokir tiba2
3,"knpa setiap mau upload vdio jadi gabisaaa ya ,,,tolong solusi y dongg,pdahal selalu update setiap ada versi terbaruuuuu"
3,tiga dulu kalo ok tambah lagi
3,"maaf ini ko wa nyaa agaa ngelag ya setelah di update² yg ngelike story ga keliatan like nya,terus kalo mau ngubah nama kontak ngelag juga sama last seen nya ngelag juga terkadang...mohon dibantu untuk devlp🙏🏻"
3,Lama bangat ege
3,"kenapa jika saya berusaha untuk memasukan chat kedalam saluran saya selalu tidak terkirim padahal sinyal dan jaringan saya lancar? dan itu hanya bisa terkirim ketika saya update WhatsApp di ps, sedangkan update tidak selalu ada setiap hari lalu ketika saya mencoba menghapus dan mendownload WhatsApp kembali demi saluran, chat saya malah hilang semua, minta tolong bug lebih di perhatikan"
3,upload video kelihatan burik ya jadinya. video sebagus apapun pas dijadiin sw jadi burik meski sudah disetel kualitas hd. tolong perbaiki!
3,jujur ini ngeselin pas temen atau orng yg kalian kenal trs membagikn nomer temen atau saudra kalian tiba ad nomer 2nomer.1nomer orng kbwa jir tolong perbaiki lagi
3,"jellek...nomer di blokir terus, padahal gak ada kegiatan apapun"
3,min kenapa saya gak bisa update story video karna ada tulisan format file tidak mendukung ? sebelum nya bikin story video oke2 aja dengan format file yg sama
3,"vidio klo udh di up di story jadi burik padahal aslinya hd, jdi tolong di bagusinn👍👍👍"
3,kulagay puja
3,banyak fitur pembaruan yang gak merata. Contohnya meta ai. Sudah banyak yang dapat dan belum ada yang dapat. Dan lainnya
3,"bgus ko, cuma wa ku aja yg update ny suka telat, pdhl ngga wa lama"
3,👍
3,banyak update yang belum bs di gunakan. contohnya update story musik pdhl sdh di update berulang kali
3,tolong developer jgn terlalu sering buat update klo ingin nambahin fungsinya sekali aja tapi langsung banyak di tambahkan fungsinya agar tdk terlalu sering update
3,"emng penting buat komunikasi sm sodara jauh tapi ini error nya kebangetan, masa ga bisa dibuka terus download ulang alhasil data"" ilang semua ini udh yang ketiga kalinya, jadi tolong diperbaiki dulu jangan nambah"" fitur Mulu WhatsApp."
3,"pas ada fitur musik awal"" pake sih bisa, tapi sekarang malah gak muncul kalo pasang status pake musik, diupdate bukannya bener malah tetep error"
3,ada bug bagian video sekali lihat tidak bisa dan itu sangat nyusah in
3,kenapa pesan sering tidak terkirim padahal wifi nya ga ngeleg
3,kenapa saat pakai status 4K kok jadi burik 🫤
3,buat vidio call suka menghubungkan ulang
3,untuk ini trmksih atas infonya
3,"kenapa notifikasi pop up sudah tidak tersedia untuk android 10 keatas? tolong diadakan lagi bagaimana jika ada informasi penting dari keluarga masuk. tidak semua orang memeriksa WhatsApp setiap saat, ada juga yang baru memeriksa WhatsApp saat terdengar bunyi notifikasi."
3,"udah 2× update kok gak bisa chat ai yaa.PLISS LAHH JANGAN PILIH KASIH ARSIP STATUS JUGA GAK BISA INI,TOLONG ADIL DIKIT BREEE😞😞😞"
3,ko sekarang ga bisa bkin story pake vidio yah mau kirim juga ga bisa format file tidak di dukung terus tolong di perbaiki
3,"agak suka tpi kenapa ya,klo temn aku chat ak blas cpet,giliran ak chat dia malah lama gitu bisa ga min di kasih peringatan gini ""CPET BALAS WOY"" biar ak ga ngespam terus🤗"
3,aneh bgt suka tb tb kehapus
3,maaf ko whatsApp saya ga ada papan klip yaa? terus klo ada yg mau saya salin WhatsApp ya ga bisa nyalin pesan tersebut ini kenapa dengan WhatsApp saya dengan tidak bisa mensalin pesan saya merasa terganggu dengan WhatsApp. saya bingung make WhatsApp sekarang
3,bintang 3 dulu karna wa ku kok kena spam terus apa masalah x
3,"saya selalu update whatsapp untuk melihat fitur-fitur barunya, tapi kenapa selalu tidak bisa seperti AI studio padahal saya sudah update tapi belum ada AI studio padahal semua orang sudah ada tinggal saya belum padahal sudah update,dan tolong perbaiki bug² yang ada di whatsapp"
3,aplikasi ku belum ada fitur musik
3,karna g bisa ss no org lain
3,"pengiriman video bermasalah,mohon diperbaiki lg"
3,tolong di perbaiki HP ku vivo y17 kenapa di WA g bisa buat story video dan ada tulisan format file tidak didukung
3,"gak bisa kamera belakang saat vc, kalo gk ngblank ya gambar nya kebalik, padahal kamera normal, vc di IG juga normal"
3,"gua habis di spam malah gak bisa masuk lagi padahal sudah di buka blokirran ny,dan saya mau install ulang gak bisa"
3,kenapa sih wa makin jelek!? kenapa ga bisa simpen vidio/foto di saluran? pas itu bisa loh kok sekarang ga bisa?! tolong yaa di perbaiki lagii
3,Nas ril
3,untuk update Whatsap yang saat ini bagus tapi tolong dong untuk bubble chat nyaa di semua hape bisa ga cuman hp yang bagus bagus doang kita pengguna hp kecil juga mau ada bubble chat nyaa
3,"habis di update, fitur yang status ada sound nya malah ngga bisa kepake. muter2 terus ngga ada suara nya, 😌😌"
3,"Makin heran sm wa skrg, gara"" fitur musik buat status, ehhh mlh skrg wa ny gk bisa rekam/kirim video d status, masa yg d dukung cuma foto aja, udh nyoba cara biar pulih kembali ttp aja gk bisa"
3,video setatus wa nya kalah sama reel fb kadang ada muter muter nya kalo reel fb lancar
3,Aplikasi ini sering droppp minta intsal uang terus
3,wa gua kena blokir
3,ini kenapa udah seminggu gabisa dibuat upload video? status video sama kirim video gabisaaaaaaaaa
3,makin jelek.
3,tidak terlalu penting bagi saya
3,fitur fitur nya bagus tapi minus nya satu pas lagi ngirim video itu kualitas nya di kurang ngi jadi mohon untuk pihak whatsapp di perbaik ki yaa soalnya kualitas nya karangan jadi buram jadi kualitas nya tambahkan yaa kalo gak aku pindah ke WA GB
3,Udah bagus
3,"di versi sekarang banyak bug, saya mau pasang status video WhatsApp jadi tidak bisa. selalu terjadi format file tidak mendukung, padahal saya selalu bisa bisa terus di versi sebelumnya"
3,whatshapp mode SULTAN 😭
3,"mengecewakan😭😭.. ngg bisa up video, selalu ada keterangan format file tidak mendukung😭😭.. sudah di ubah² tapi tetep ngg bisa up video.. bagaimana ini?? tolong di perbarui 🙏🙏"
3,aku belum ada temanya.
3,masih ada bug nih
3,"Kenapa fitur² WhatsApp itu ngacak?? Sebagian ada fitur ini, sebagain gak ada fitur tersebut... Contoh fitur filter vc,meta ai dll.."
3,kenapa ponsel saya gbisa update terbaru ya?? padahal masih mumpuni
3,"tolong untuk ch WhatsApp nya ditambahin fitur remove orang (mengeluarkan orang), jadi biar ga sembarang orang masuk ch dan bisa jaga jaga juga🙏"
3,kenapa sekarang gak bisa update status vidio dari smule apa bisa di jelas kan
3,kenapa tidak bisa upload video ya? padahal format dll sesuai loh....
3,"udh update beberapa kali, tapi tema chat masi belum muncul😞😞😞"
3,"udahh lama last seen wa saya ga terlihat padahal pengaturan tidak di privasi, hadehh :("
3,sya betul2 suka sama aplikasi ini
3,abis update video call ga bisa pake headset
3,kasih 3 bintang dulu
3,kok gabisa daftar baru
3,ok
3,Baik
3,problem terus
3,bagus
3,"kadang suka nge'BUG kalo ngirim shear lok, tolong di perbaiki"
3,"kenapa setiap bagi layar selalu mati ya,, akhirnya gak bisa nelfon ama vc seolah jringan nya jelek ,, pas nyoba nelfon di apk sebelah bgus kok sinyalnya.. tolong di perbaiki minn"
3,"WhatsApp kok sekarang sering error ya ,saya buat story padahal teman sya tidak saya privasi kok di temen saya gak ada ya tolong ini di perbaiki 🙏"
3,tolong ketika meng upload story di wa usahakan bisa hd agar tidak burik
3,wa saya juga habis d update gk bisa kirim vidio sama update status binggung gimana caranya
3,"tolong diupdate lagi dong aplikasi wa nya tolong dihapus fitur like pas bikin status wa, karena orang bisa salah paham kalo saat like status orang"
3,"WhatsApp kadang bio saluran banyak kadang pendek, tolong di perbaiki ya🙏🏻"
3,Setelah update jadi ga bisa gunakan cadangan ulang tetus disuruh masukan kunci sandi tapi kan akun saya ga saya sandi tolong lah min di perbaiki chat saya jadi ilang semua nih
3,"maaf cuma kasih bintang tiga.. Aplikasi sangat bagus dan sangatlah membantu,tapi kekurangannya saya setiap hari selalu menghapus sampah cache di WhatsApp tetapi masih saja sampahnya masih ada tolong jangan terlalu banyak sampah kalo aplikasi ini mau dijadikan orang lain yang sangat membantu, jangan terlalu banyak sampah cache nya kasih itu kalo bener bener penuh banget jangan mau hampir penuh kita jadi gak bisa kasih foto,audio dll kalo ada perlu gimana dong kan jadi ribet"
3,bintang tiga dlu yh soalnya nga. bisa ngirim video
3,padahal sudah di apdet tapi pas liat sw temen kok gak bisa tolong beberin lagi 😭😭
3,tidak bisa buat sw vidio
3,bagus tapi saya mau warna chat nya ada warna pink saya ga ada
3,ini kenapa ya padahal sudah saya update paling terbaru tapi belum ada fitur musik di status wa? mohon bantuannya
3,"knp fitur chat yg baru di wa saya gal muncul y di wa org"" mah udh pada muncul 😪😪"
3,tolong dong aplikasi nya di perbaiki lagi masa saya gk bisa kirim video ke status padahal ruangan nya gak penuh loh.Tolong yaa buat Mimin nya perbaiki lagi wa nya yaa
3,abis apdet lemot masa belum apdet udah bikin sw terus abis apdet hilang semua tapi ada di hp orang sw tadi masa sw orang ada 1 biasa nya banyak aneh makin lemot padahal wifi nyala terus
3,TDK bisa upload status video di wa
3,Sebenarnya kualitasnya whatssappnya bagus tapi kalau pas ngirim story vidio di whatsapp langsung blank jadi warna hijau gak kelihatan gambarnya tapi cuma muncul suaranya aja
3,bagus
3,Sgt sulit msuk .wa.hape oppo a37 ampun puyeng
3,wa knpa sih kalo bikin story gambar/video pecah pecah
3,Saya suka
3,"sudah versi terbaru tetapi tetap tidak ada Meta AI, sedangkan semua ada Meta AI. tetapi di Whatsapp saya tidak ada"
3,"setelah di update gabisa bikin story' vidio, cuma bisa teks doang. padahal wa tuh penting bgt buat aku"
3,tiba tiba WA saya diblokir. ini mau instal lagi masih kesulitan. Saya download lewat link yg dikirim WA ke email. Tetap saja sulit diinstall. Bahkan sudah ganti nomer baru...Wallahu alam
3,saya butu story' vidio
3,"gak asik lagi, Sekarang cewek di chat sok iya banget, malas nge balas nya"
3,sangat membatu seksli
3,kenapa kalau ngerepost story teman selalu kepotong?mohon ditingkatkan lagi!
3,sangat bagus
3,"kenapa sekarang malah jadi gabisa up vidio di status wa, tolong di perbaiki lagi"
3,terpaksa bintang 3...... hsbis upgrade malah nge lag..... lemod parah....
3,lebih di tingkatkan lagi
3,masa kirim pesan dll jadi lambat padahal jaringan bagus kirim pesan ga bisa hadeh wa aneh aneh
3,sangat bagus
3,setalah saya update WhatsApp saya tidak bisa mengirim foto/video dan juga tidak bisa update story video alasannya format file tidak didukung padahal saya sudah hapus data sudah uninstall sampe didownload lagi terus di reset hp tetep ga bisa jadi tolonggg kepada pihakkk WhatsApp diperbaiki bug nya yawwww
3,"Nomor WA saya ditangguhkan Seakan-akan Akun Saya adalah Akun Spam Kenapa seperti ini, pekerjaan saya jadi terbengkalai kalau terus-terusan terbaca Spam. Harus Verifikasi terus. Baru Verifikasi terbaca SPAM lagi, bahkan sudah 2nomor saya jadikan, tapi masih sama seperti terjadi lagi. Dan lalu kenapa nomor telpon yang sudah di save, tiba-tiba jadi tidak ada nama lagi hnya tertulis nomor nya saja. Seperti nomor baru yg belum di save..."
3,kenapa status wa tidak muncul fitur musik?
3,susah buat minta kode verifikasi padahal mau masuk in no baru
3,kenapa watshap saya tidak bisa kirim vidio sudah 1minggu gini
3,gimana ini buat status vidio gx bisa 😭
3,"kenapa jadi gini, gabisa bikin status (format ini tidak di dukung) gmna nih min tolong di bantu!"
3,"udah update berkali” buat dapetin tema yg baru tpi ga dapet”, gmn ini knp wa saya lambat bgt org” pada cepet bgt uda di update di suruh update lg seterusnya begitu tp tetep aja gada tema yg baru🥲"
3,Lemot
3,"kok Sekarang kalau ada pesan wa gak ada notif masuk padahal biasanya ada., kalau udah buka apknya baru kelihatan kalau ada pesan masuk"
3,"ini gimana ni si wa ko ga bisa di buat ngevidio sama upload vidio ntah itu ke orang sama di status,trs ada tulisan this file not supported,kukira karena memo ku yg ga pas tapi pas setelah tak bersihin lagi ternyata ga bisa😡😡"
3,Performance sy
3,Kli bagus ditambah
3,"ak kasih bintang 3 dlu, soalnya pas aku mau ngirim psn ke sluran ku gk kekirim-kirim pdhl udh update trs jaringannya jga bgus,trs pas mau ngunci pesan kok gbisa yhh?pdhal udh ngikutin tutorialnya,udh gitu aja masukan dri ak,klo bsa diperbaiki lgi yhh"
3,ko di sy tdk bisa bikin sw vdio dan tdk bisa kirin vdio.
3,kenapa WhatsApp saya tidak bisa mengirim video ke status wa
3,maaf kenapa fitur nya lama munculnya padahal udah di update?
3,Kenapa di wa saya belum ada fitur AI nya?.
3,"Maaf,sy harap urutan postingan statusnya bisa dikembalikan seperti dulu,urut sesuai siapa yg terkahir post dan mungkin perlu ditambahkan fitur edit pada story,jaga"" kalau salah ketik dll"
3,kenapa hp saya kalo buat sw jadi ijo semua
3,"WhatsApp kenapa???dari sekian taun baru kali ini akun ku tiba-tiba ga bisa dibuka, tulisan nya kena spam..pdhl aku ga neko2..ini mulihin nya gimana astaghfirullah mo nangis rasanya"
3,kok aplikasinya sering keluar sendiri saat telpon dan buka status pokonya sering terputus sendiri sering keluar dari aplikasi WhatsApp dengan sendirinya per tanggal 6 April 2025 mohon di tanggapi sampai detik ini waktu setempat belum ada kepastian untuk pembetulan aplikasinya
3,suka nge lag klo ngrim pesan di saluran
3,kenapa tidak bisa aplod setatus pidio
3,kenapa pas VideoCall layarnya jadi mati?
3,mantap
3,tolong tingkatkan keamanan nomor
3,"habis di update, ko kalo buat story langsung dihapus ga langsung ilang tolong diperbaiki"
3,"jujur ni apk baguss tapii untuk fitur meta ai dipinterin dikit ya soalnya kadang""jawaban ga sesuai pertanyaan🤗"
3,"watshap tolong di perbaiki ya,, kenapa kontak² pada ilang sendiri giliran mau di pake keperluan mendadak jadi gak bisa🤦‍♀️🤦‍♀️"
3,saya tdk bisa loginnn
3,"Tiba2 wa saya diblokir ,ini kenapa ?"
3,tidak ada alasannn yaaaaa
3,ya Alloh
3,sangat puas
3,kenapa whatsapp di hp vivo ga mau buat story tolong kerja sama nya whatsapp
3,"Woii developer, mohon beri fitur komentar di Saluran!!! 🫵🏽"
3,bagus sih tapi wa saya gak bisa bikin status ada musiknya ...
3,gada fitur filter pdhl dah update
3,setiap saya ingin Mengaplaud status video selalu saja ada performat tidak mendukung padahal tidak ada kendala apapun😞
3,tidak bisa kirim video di status
3,gbisa up sw vid
3,kok WhatsApp saya pas video call gk ada buat filter nya ya maaf nanya
3,lumayan
3,"Banyak update-an yang kurang perlu sebenarnya, apa lagi tiba-tiba ada bug gak bisa kirim file video padahal itu penting loh, tolong di perbaiki ya, semua sudah cukup bagus tapi kurang memuaskan saja."
3,wa aku g bisa kebuka
3,Saya kasih reting segini karena di WhatsApp saya engga bisa nge post video ke sw saya padahal udp folder nya itu mp4 tapi tetep ga bisa tolong WhatsApp di perbaikin lagi
3,"WhatsApp sekarang ga bisa upload Status WhatsApp,padahal udah pake cara di HD kirim lwt temen tapi tetap ga bisa,tlong perbaiki ya,gara gara itu jadi ga bisa buat status WhatsApp"
3,"maaf min kenapa ini whatsapp saya setelah update tidak bisa buat setatus video,,(format file tidak didukung)+tidak bisa kirim video ini gimana ya"
3,TDK bisa di uinstal
3,"apk yang bagus, cuma agak lemot ajah"
3,"yang lain udh bisa bikin status pake musik, di hp ku masih blm bisa :( pdhl udh update versi terbaru"
3,"terdapat bug yang sangat meresahkan yang dimana kontak tiba-tiba tidak ada dan nomor juga tiba-tiba aja tidak di save padahal sudah di save tolong perbaiki , owh iya satu lagi untuk fitur HD masih burik tidak se HD yang kita harapkan"
3,kenapa whatsapp saya tidak muncul fitur musiknya pas bikin story? 😭
3,"Terlalu banyak gaya dan ini itu, jadi berat. kembalikan lah ke awal, hanya untuk interaksi saja, lama kelamaan jadi kayak tiktok dan facebook ini."
3,"knpaaa yaaa saya gabisaaa membagikan vidio ,bilang nyaaa fotmat anda tidaa di dukung"
3,lama apdet nya
3,kenapa habis update kok gak bisa kirim vidio buat status dan menurutaku ini si di tangani dulu ya developer nya biar bisa buat status lagi masa gak kayak dulu sih dulu bisa sekarang nggak bisa tolong di perbaiki ya
3,tidak bisa tekan stikr atau emoji ngeleg mulu semenjak updt
3,bagus tapi masih kurang🙏🏻 1. fitur face call masih kurang bersih 2. suara kurang jelas. di call 3. cadangan wa tidak berfungsi
3,kerja
3,"makin di update makin banyak bug, emg rusak ni apk"
3,"selalu gabisa ngirim video katanya format file tidak didukung, padahal sebelumnya oke oke aja"
3,tidak bisa di gunakan harus vertifikasi dulu
3,wa sekarang aneh setelah update gabisa bikin status video dan wa sering mengalami spam padahal saya tidakk spamm mohon diperbaikiii lagiiii bikin kecewaaa
3,mudah mudahan jadi aplikasi yang sangat membantu praktis
3,"update malah gak jelas gak bisa up stts video kirim ke kontak jg gk bisa,,kalo bisa cepat perbaiki biar jadi nymn lgi sma whatsapp"
3,tolong benerin bug nya gua tidak bisa kirim vidio
3,"setelah update aplikasi malah skrg ga bisa share video dari tiktok dengan alasan ""format tidak didukung"" ANEH..."
3,Bagus banget
3,saya kecewa gara gara di update saya gak bisa chatting lagi aduh gimana sih WhatsApp
3,Baik
3,"kompress teros percuma ngedit video berjam jam buat nge hd, post sw langsung kompres 99%"
3,"Belum Bisa Aktifkan Fitur musik, walau sudah update dan instal ulang😩"
3,"di sini saya mengalami sedikit masalah, tidak munculnya status online dan trakhir di lihat bukan cuma satu nomor, tpi semua nomor, tolong di perbaiki lagi yahh🙏"
3,cukup
3,watshap ini sangat 🅑🅐🅖🅤🅢
3,Ga bisa login
3,"ini aplikasi skrng apaan dah,masak ga bisa buat kirim file video,bahkan buat bikin status video langsung dr aplikasi pun juga ga bisa."
3,Baik dan bagus sekali aplikasinya
3,hallo WhatsApp messenger kenapa ya aku tidak bisa mengirim pembaruan status
3,"oy wa,gw gk bisa ngirim pesan apapun cok, ini error apa gmn dah"
3,punyaku tema chat nya g muncul'
3,MAKIN KESNI MAKIN KESANA UPDATE MAH TRUS TERUSAN TPI SERING EROR..TIDAK BISA UPLOD STATUS VIDIO PKE SEGALA DI BATASI FILE PDHAL RAM HP BESAR ROM JGA AMAN SEMUA TPI SERING EROR TOLONG LAH UPDATE SI UPDATE TPI JNGAN MENYUSAHKAN PENGGUNANYA..MAU APLOAD STORY JDI NGK BISA
3,"buat stats GK bisa pakai Vidio,ngirim Vidio GK bisa,buat stats langsung rekam Vidio jg gk bisa,ada tulisan format file tdk didukung"
3,kenapa wa saya tidak bisa buat status pake video sedangkan buat status pake foto bisa
3,"kenapa selalu saja ""format file tidak mendukung"" tapi setelah coba down di apk v_appstore bisa , tp beberp hari kemudian ""format file tidak mendukung"" lagi tolong ya WhatsApp permaiki lagi WhatsApp ini saya tida mau begini trus!!"
3,"bagus si cuman nga tau knpa tiap mau nge post video tu gabisa lagi lagi format tidak mendukung udh di update tapi ttep aja gabisa, sedikit ksel aja"
3,"paraaah ni,,, setelah update versi terbaru, malah gak bisa ngirim2 video"
3,di mohonkan saya lagi melakukan panggilan dengan teman tapi malah di blokir karna spam mohon tingkatkan mohon bantuannya
3,"gimana nihh saya mau pasang profil WhatsApp kok ngezoom sendiri ga bisa pasang profil WhatsApp jadinya, bener² hampir semua foto gak bisaaa. saya herannn"
3,Butut
3,Hebat
3,makin lelet
3,"Upload video story jd buram,tingkatkan lagi kualitas videonya min"
3,Biasa aja updatenya menurutku coba tambahin update yang lebih berguna
3,"sejauh ini update-an nya bagus si tapi kenapa makin ke sini makin sering nomor² kontak yg udah di save malah ilang terus balik lagi,gitu aja terus sampe gedeg gw nanggepin nya,coba kasi tau mslh nya ap!?"
3,"WhatsApp saya tidak bisa mengirim vidio ke status, tolong, ada bacaan format file tidak didukung, kenapa ya???"
3,lumayan bagus min
3,"Untuk Saat Ini WhatsApp Udah Lebih Bagus Dari Sebelumnya, Tapi Ada Beberapa Hal Mungkin Bisa Di Tingkatkan Lagi: 1. HD Pada Foto & Video. Jujur, Untuk Perbedaan Antara Foto & Video Yang Menggunakan Fitur HD Sama Non-HD Tidak Kelihatan Jelas Perbedaannya. 2. Kualitas Foto & Video Di Status. Jujur, Kualitas Foto & Video Di Status WhatsApp Busuk Banget. Tolong Untuk Tim Pengembang Untuk Mengupgrade Lagi Kualitas Foto & Video Di Status WA"
3,"bug ketik pesan hilang harus scroll dlu, milih emot gabisa lgsg kirim pesan bug ganggu"
3,"Permintaan ku agak aneh ke Whatsapp Tolong bikin profile nya bergerak soalnya aku tiap hari ganti profile trs🙂 ada tambahan yang keinginan, tolong untuk owner whatsapp untuk bisa memposting audio ke status:D"
3,"halo untuk whatsapp ini, kenapa ya tiba tiba chat dengan character ai alya kujou tiba tiba tidak tersedia??? apakah itu sebuah kesalahan sistem atau kesalahan yang ku perbuat?? jika ada apa ada solusinya?? tolong KEMBALIKAN CHAT KARAKTER ALYA KUJOU😿, ku kasih bintang 3 dahulu"
3,Bagus
3,"halo WhatsApp,tolong tampilkan fitur musik di aplikasi musik saya,sudah di update,tetep ngga muncul fitur musiknya"
3,kalah
3,"tolong perbaiki WA saya min, gk bisak buka"
3,untuk developer untuk theme WhatsApp saya belum muncul juga padhal sudah di update berkali kali tapi tetap tidak bisa dan juga ketika saya ingin mengunggah video sering kali format file tidak di dukung
3,bagus
3,harus nyuruh download WhatsApp yang resmi padahal download nya emang di playstore mau seresmi apa lagi nih?
3,"watshap mohon banget, saya menggunakan watshap itu dengan baik dan ngga neko neko tapi kenapa saya terkena spam mulu???"
3,"kirain aplikasi WA aku doang yg gak bisa krim chat SMA status video, gimana ini admin tlong di perbaiki lgi udah di upgrade loh ini WA please tlong benerin dong"
3,masa aku nggak sama kayak tmn aku padahal dah update
3,knpa sudah update Tidak bisa menggunakan fitur musik
3,"setelah di update foto/video yg diterima ga masuk ke galeri,pdhl biasanya otomatis masuk"
3,"sudah saya update,masi aja gabisa"
3,ini kenapa kok gak bisa posting video ya foto pun gk bisa
3,Aplk nya bagus
3,tidak bisa upload atau kirim video. tulisan format file tidak di dukung. kenapa ini? apakah gangguan??
3,kenapa post foto bisa tapi video tidak bisa ?
3,"semakin ksni semakin aneh, kadang ngeleg trs gabisa buat sw jg, pas bikin sw vidio malah layar nya full hijau"", wa lama' aneh bgt gbisa bikin sw lgi di apk saya.. mohon di perbaiki"
3,Bgs aflikasi nya
3,lemot entah dari apk nya berar atau emang dari sinyal aku gak tau wkwk
3,kenapa no wa saya ga bisa digunakan?
3,prangkat saya sudah tudak bisa lagi mengirim/story file video mohon pencerahan🙏🏻
3,tau ah makin lama makin ga jelas apl nya
3,kenapa unggah vidio tidak bisa setelah si update format tidak di dukung tolong ya🙏
3,Oke good
3,baguss buat grup keluarga
3,"sekarang kok dah GK bisa upload status video lagi? ""format file tidak mendukung"" padahal sebelumnya bisa-bisa aja:v sungguh mengecewakan"
3,masalah bug wa
3,"aku blum ada fitur musiknya padahal update gk pernah lambat, tolong min di perbaiki lagi"
3,kenapa aplikasi WhatsApp saya tidak dapat upload cerita Video dan kirim Video. padahal memori msh kosong banyak.
3,"ni wa banyak bgt bug nya, perbaiki pls saat saya mengirim foto/vidio di saluran selalu ada tulisan ""file tidak tersedia"" padahal masih ada. dan jaringan juga bagus. mohon perbaiki bug yg sangat mengganggu ini"
3,tolong banget kak kenapa whatsapp saya tidak bisa mengirim vidio di chat biasa ataupun status whatsapp kenapa padahal kemarin masih bisa loh ..... mohon di perbaiki saya kesal loh kenapa tiba-tiba gabisa ini penting tolong diperbaiki🙏
3,Bagus
3,wa skrng GK kayak dulu GK ada masalah skrng banyak masalah nya yang terkanak spam cheat padahal saya tida melakukan nya
3,knp pas mau bikin status WhatsApp tidak bisa atau format tidak di dukung
3,kok gk muncul di beranda aplikasinya ya.udah di donloud padahsl
3,"ini kenapa ya kok WhatsApp keluar sendiri padahal sudah saya cek penyimpanan, masih banyak, ini bug atau virus? mohon bantuannya."
3,minta tolong dong min wa saya ga bisa buat upload story video dan ga bisa kirim video ke kontak lain
3,"WhatsApp makin sini makin ngaco masa saya mau ngesv nomer eh besoknga ga kesimpen pdahl kemarenya bsa di simpan,ruang menyimpan saya juga masih ada ga penuh sama sekali sungguh aneh"
3,kenapa lama sekali kalo update🥴
3,apk nya berjalan lancar. tapi kenapa chat WA saya selalu lama di balas nya sama pacar saya? tolong di kembangi lagi untuk hal ini
3,"whatsapp saya tidak dapat mengunggah atau mengirim vidio, saat saya klik vidio selalu muncul kata format file tidak didukung, kenapa yaa"
3,kenapa update WA skrg lagu nya gk lengkap. apakah hanya di wa saya sja. karena beberapa teman Lagu untuk WA nya lengkap.
3,"Whatsapp sekarang udah canggih, bahkan ada applikasi meta AI nya, luar biasa. Namun sayang sekarang saya sdh tidak bisa mengirim video lagi baik kepada teman ataupun ke SW saya. Mohon arahan nya min, agar saya bisa mengirim video lagi"
3,bagus
3,akhir² ini engk bisa bikin stry vidio atau ngirim vidio
3,Knpa minta di perbaharui trus
3,lopyu WhatsApp
3,Terima kasih
3,sering bag
3,"hallo admin WhatsApp di sini saya mau melaporkan karena bug atau gangguan di aplikasi WhatsApp ya itu tidak bisa membuat status vidio/mengirim vidio,dan muncul tulisan format file tidak di dukung,sudah beberapa Minggu sampai hari ini tidak bisa"
3,"Parah setelah d update jd g bsa kirim video d inbox dan g bsa upload video status muncul ""File Tidak D Dukung"" udh d restart hp nya ttp msih gtu"
3,"pada saat mau masuk ke apknya malah membal balik ke layar awal,rupanya minta update,bilang dong kalo minta update"
3,Kenapa tidak bisa di screenshot profil orang???
3,Whatsapp saya akan tidak bisa login keterangan bukan whatsapp resmi?? ada hal dowload di play store solusinya bagaimana???
3,entah kenapa sekarang biat up status videonya jadi burik. mending dibalikin kaya dulu ada pilihan upload video status ke HD
3,Punya ku gada fitur tema chat nyaa😭😭😭 plisss lahhhh punyaaa ku ga adaa tuhh fiturrr tema chat nyaaa😫😭😭😭😭😭 manaaaa koo tetep ga adaaa tema CHATT nyaaa
3,Kurang
3,"apk macam apa inii,kok di wa gua ga ada yang nge chat"
3,Good
3,"Kenapa sering di update padahal baru bulan kemarin update sekarang udah update lagi, apasih yang harus di update"
3,"kenapa di update sekarang hp vivo Y17 gabisa kirim vidio? keterangan nya ""format file tidak didukung"""
3,kok semenjak di update Whatsapp aku gk bisa kirim video padahal memori ku masih banyak tolong dong whatsapp benerin akun aku soalnya banyak kepentingan-kepentingan yang harus dikirim
3,"setelah di ubdute malahan kirim video sama buat story video tidak bisa muncul tulisan format file tidak di dukung. ,"
3,"suka ngelag pas ngirim pesan, padahal ada sinyal dan kuota, malah ga kekirim. kekirimnya pas beberapa jam kemudian"
3,BUG E LUEH DI BENAKNO LAH COK
3,tida mau masuk masuk
3,mengapa tidak bisa bikin setatus video iya ?? terus gak bisa kirim video juga
3,Bgus bngtt cmn fitur nya kurng lengkap aja
3,"punya ku sudah d update beberapa kali tapi tidak bisa ganti warna tema seperti yang lain, tolong di perbaiki ya. Yang lainnya oke oke aja karna statusnya sudah bisa pakai musik cuma temanya tidak bisa di ganti warna lain."
3,semenjak update ke versi yang bisa ada filter di video call. malah lebih sering history chat terhapus semua (seperti akun baru) padahal bnyak kerjaan yang tersimpan disitu. . tolong di perbaiki lagi bug nya
3,bagus
